,Date,Count,Hour,Temp,Humidity,Windspeed,Visibility,Solar_Rad,Rainfall,Snowfall,Seasons,Holiday,Year,Month,Day,DayofWeek,Year_Month,Day_Night
1347,2018-01-26,41,3,-15.9,34,2.9,2000,0.0,0.0,0.5,Winter,No Holiday,2018,1,26,Friday,2018-1,Night
1348,2018-01-26,24,4,-16.4,36,1.5,2000,0.0,0.0,0.5,Winter,No Holiday,2018,1,26,Friday,2018-1,Night
1349,2018-01-26,36,5,-16.9,38,2.3,2000,0.0,0.0,0.5,Winter,No Holiday,2018,1,26,Friday,2018-1,Night
1350,2018-01-26,64,6,-17.4,40,1.6,2000,0.0,0.0,0.5,Winter,No Holiday,2018,1,26,Friday,2018-1,Day
1351,2018-01-26,142,7,-17.5,38,3.4,2000,0.0,0.0,0.5,Winter,No Holiday,2018,1,26,Friday,2018-1,Day
1352,2018-01-26,322,8,-17.8,40,2.5,2000,0.0,0.0,0.5,Winter,No Holiday,2018,1,26,Friday,2018-1,Day
1353,2018-01-26,149,9,-17.5,37,3.8,1941,0.21,0.0,0.5,Winter,No Holiday,2018,1,26,Friday,2018-1,Day
1354,2018-01-26,96,10,-16.5,33,3.4,1703,0.62,0.0,0.5,Winter,No Holiday,2018,1,26,Friday,2018-1,Day
1355,2018-01-26,93,11,-15.6,31,3.3,1808,0.93,0.0,0.5,Winter,No Holiday,2018,1,26,Friday,2018-1,Day
1356,2018-01-26,111,12,-14.4,30,2.7,1906,1.17,0.0,0.5,Winter,No Holiday,2018,1,26,Friday,2018-1,Day
1357,2018-01-26,115,13,-13.3,28,2.7,1889,1.26,0.0,0.5,Winter,No Holiday,2018,1,26,Friday,2018-1,Day
1358,2018-01-26,116,14,-12.1,27,2.5,1879,1.25,0.0,0.4,Winter,No Holiday,2018,1,26,Friday,2018-1,Day
1359,2018-01-26,140,15,-11.4,27,3.3,1805,0.0,0.0,0.4,Winter,No Holiday,2018,1,26,Friday,2018-1,Day
1360,2018-01-26,147,16,-10.8,28,2.7,1778,0.77,0.0,0.4,Winter,No Holiday,2018,1,26,Friday,2018-1,Day
1361,2018-01-26,196,17,-11.5,31,3.3,1745,0.41,0.0,0.3,Winter,No Holiday,2018,1,26,Friday,2018-1,Day
1362,2018-01-26,305,18,-12.7,33,2.5,1835,0.05,0.0,0.3,Winter,No Holiday,2018,1,26,Friday,2018-1,Day
1363,2018-01-26,171,19,-13.2,33,2.4,1863,0.0,0.0,0.3,Winter,No Holiday,2018,1,26,Friday,2018-1,Night
1364,2018-01-26,121,20,-13.7,35,1.7,1878,0.0,0.0,0.3,Winter,No Holiday,2018,1,26,Friday,2018-1,Night
1365,2018-01-26,130,21,-14.1,36,1.8,1869,0.0,0.0,0.3,Winter,No Holiday,2018,1,26,Friday,2018-1,Night
1366,2018-01-26,108,22,-14.6,40,1.8,1746,0.0,0.0,0.3,Winter,No Holiday,2018,1,26,Friday,2018-1,Night
1367,2018-01-26,89,23,-14.4,38,2.7,1738,0.0,0.0,0.3,Winter,No Holiday,2018,1,26,Friday,2018-1,Night
1368,2018-01-27,80,0,-15.0,42,1.2,1766,0.0,0.0,0.3,Winter,No Holiday,2018,1,27,Saturday,2018-1,Night
1369,2018-01-27,94,1,-15.1,43,0.8,1905,0.0,0.0,0.3,Winter,No Holiday,2018,1,27,Saturday,2018-1,Night
1370,2018-01-27,75,2,-15.3,43,0.6,1867,0.0,0.0,0.3,Winter,No Holiday,2018,1,27,Saturday,2018-1,Night
1371,2018-01-27,41,3,-15.3,43,0.8,1963,0.0,0.0,0.3,Winter,No Holiday,2018,1,27,Saturday,2018-1,Night
1372,2018-01-27,36,4,-15.3,47,0.8,1868,0.0,0.0,0.3,Winter,No Holiday,2018,1,27,Saturday,2018-1,Night
1373,2018-01-27,25,5,-15.4,45,0.8,2000,0.0,0.0,0.3,Winter,No Holiday,2018,1,27,Saturday,2018-1,Night
1374,2018-01-27,33,6,-15.3,47,0.7,1921,0.0,0.0,0.3,Winter,No Holiday,2018,1,27,Saturday,2018-1,Day
1375,2018-01-27,57,7,-15.7,53,1.3,1629,0.0,0.0,0.3,Winter,No Holiday,2018,1,27,Saturday,2018-1,Day
1376,2018-01-27,84,8,-15.9,58,0.9,1369,0.0,0.0,0.3,Winter,No Holiday,2018,1,27,Saturday,2018-1,Day
1377,2018-01-27,105,9,-15.1,49,1.1,1401,0.2,0.0,0.3,Winter,No Holiday,2018,1,27,Saturday,2018-1,Day
1378,2018-01-27,96,10,-12.3,35,0.6,1497,0.6,0.0,0.3,Winter,No Holiday,2018,1,27,Saturday,2018-1,Day
1379,2018-01-27,125,11,-9.6,33,1.1,1748,0.9,0.0,0.3,Winter,No Holiday,2018,1,27,Saturday,2018-1,Day
1380,2018-01-27,145,12,-7.7,32,2.5,1763,1.13,0.0,0.3,Winter,No Holiday,2018,1,27,Saturday,2018-1,Day
1381,2018-01-27,189,13,-6.6,27,2.1,1889,1.24,0.0,0.3,Winter,No Holiday,2018,1,27,Saturday,2018-1,Day
1382,2018-01-27,193,14,-4.1,25,2.0,1730,1.2,0.0,0.2,Winter,No Holiday,2018,1,27,Saturday,2018-1,Day
1383,2018-01-27,192,15,-3.7,26,2.2,1739,1.04,0.0,0.0,Winter,No Holiday,2018,1,27,Saturday,2018-1,Day
1384,2018-01-27,195,16,-3.7,25,2.6,1839,0.74,0.0,0.0,Winter,No Holiday,2018,1,27,Saturday,2018-1,Day
1385,2018-01-27,207,17,-4.6,26,1.9,2000,0.39,0.0,0.0,Winter,No Holiday,2018,1,27,Saturday,2018-1,Day
1386,2018-01-27,162,18,-6.6,31,3.0,1988,0.06,0.0,0.0,Winter,No Holiday,2018,1,27,Saturday,2018-1,Day
1387,2018-01-27,122,19,-7.1,33,2.0,1887,0.0,0.0,0.0,Winter,No Holiday,2018,1,27,Saturday,2018-1,Night
1388,2018-01-27,117,20,-7.6,36,1.7,1858,0.0,0.0,0.0,Winter,No Holiday,2018,1,27,Saturday,2018-1,Night
1389,2018-01-27,103,21,-7.9,35,2.6,1878,0.0,0.0,0.0,Winter,No Holiday,2018,1,27,Saturday,2018-1,Night
1390,2018-01-27,114,22,-7.8,43,2.3,1804,0.0,0.0,0.0,Winter,No Holiday,2018,1,27,Saturday,2018-1,Night
1391,2018-01-27,103,23,-7.6,42,1.2,1760,0.0,0.0,0.0,Winter,No Holiday,2018,1,27,Saturday,2018-1,Night
1392,2018-01-28,125,0,-7.5,36,2.3,1972,0.0,0.0,0.0,Winter,No Holiday,2018,1,28,Sunday,2018-1,Night
1393,2018-01-28,103,1,-7.5,45,2.4,1853,0.0,0.0,0.0,Winter,No Holiday,2018,1,28,Sunday,2018-1,Night
1394,2018-01-28,72,2,-7.8,51,1.9,1627,0.0,0.0,0.0,Winter,No Holiday,2018,1,28,Sunday,2018-1,Night
1395,2018-01-28,67,3,-7.7,49,1.8,1573,0.0,0.0,0.0,Winter,No Holiday,2018,1,28,Sunday,2018-1,Night
1396,2018-01-28,38,4,-7.6,37,1.6,1966,0.0,0.0,0.0,Winter,No Holiday,2018,1,28,Sunday,2018-1,Night
1397,2018-01-28,21,5,-7.5,33,1.5,2000,0.0,0.0,0.0,Winter,No Holiday,2018,1,28,Sunday,2018-1,Night
1398,2018-01-28,30,6,-7.8,35,1.9,2000,0.0,0.0,0.0,Winter,No Holiday,2018,1,28,Sunday,2018-1,Day
1399,2018-01-28,42,7,-8.0,39,1.9,2000,0.0,0.0,0.0,Winter,No Holiday,2018,1,28,Sunday,2018-1,Day
1400,2018-01-28,72,8,-8.1,43,1.7,1943,0.0,0.0,0.0,Winter,No Holiday,2018,1,28,Sunday,2018-1,Day
1401,2018-01-28,104,9,-7.8,41,1.8,1923,0.17,0.0,0.0,Winter,No Holiday,2018,1,28,Sunday,2018-1,Day
1402,2018-01-28,111,10,-5.9,35,1.9,1940,0.53,0.0,0.0,Winter,No Holiday,2018,1,28,Sunday,2018-1,Day
1403,2018-01-28,145,11,-4.6,27,2.6,1887,0.85,0.0,0.0,Winter,No Holiday,2018,1,28,Sunday,2018-1,Day
1404,2018-01-28,189,12,-3.5,26,2.5,1756,1.07,0.0,0.0,Winter,No Holiday,2018,1,28,Sunday,2018-1,Day
1405,2018-01-28,206,13,-2.4,22,2.5,1866,1.16,0.0,0.0,Winter,No Holiday,2018,1,28,Sunday,2018-1,Day
1406,2018-01-28,225,14,-1.5,20,3.0,1992,1.09,0.0,0.0,Winter,No Holiday,2018,1,28,Sunday,2018-1,Day
1407,2018-01-28,217,15,-1.9,23,4.3,2000,0.7,0.0,0.0,Winter,No Holiday,2018,1,28,Sunday,2018-1,Day
1408,2018-01-28,187,16,-2.1,27,4.0,2000,0.52,0.0,0.0,Winter,No Holiday,2018,1,28,Sunday,2018-1,Day
1409,2018-01-28,178,17,-3.8,32,5.2,2000,0.25,0.0,0.0,Winter,No Holiday,2018,1,28,Sunday,2018-1,Day
1410,2018-01-28,157,18,-4.9,35,3.7,2000,0.04,0.0,0.0,Winter,No Holiday,2018,1,28,Sunday,2018-1,Day
1411,2018-01-28,134,19,-6.0,31,3.6,2000,0.0,0.0,0.0,Winter,No Holiday,2018,1,28,Sunday,2018-1,Night
1412,2018-01-28,113,20,-7.0,30,2.8,2000,0.0,0.0,0.0,Winter,No Holiday,2018,1,28,Sunday,2018-1,Night
1413,2018-01-28,106,21,-7.3,34,3.5,2000,0.0,0.0,0.0,Winter,No Holiday,2018,1,28,Sunday,2018-1,Night
1414,2018-01-28,105,22,-7.9,40,2.5,1997,0.0,0.0,0.0,Winter,No Holiday,2018,1,28,Sunday,2018-1,Night
1415,2018-01-28,81,23,-8.7,42,2.1,1981,0.0,0.0,0.0,Winter,No Holiday,2018,1,28,Sunday,2018-1,Night
1416,2018-01-29,80,0,-9.3,45,0.7,1976,0.0,0.0,0.0,Winter,No Holiday,2018,1,29,Monday,2018-1,Night
1417,2018-01-29,62,1,-9.8,47,1.3,1934,0.0,0.0,0.0,Winter,No Holiday,2018,1,29,Monday,2018-1,Night
1418,2018-01-29,49,2,-10.2,47,0.9,1808,0.0,0.0,0.0,Winter,No Holiday,2018,1,29,Monday,2018-1,Night
1419,2018-01-29,27,3,-9.8,43,2.8,1963,0.0,0.0,0.0,Winter,No Holiday,2018,1,29,Monday,2018-1,Night
1420,2018-01-29,26,4,-9.9,45,2.5,1967,0.0,0.0,0.0,Winter,No Holiday,2018,1,29,Monday,2018-1,Night
1421,2018-01-29,50,5,-10.4,47,1.0,1921,0.0,0.0,0.0,Winter,No Holiday,2018,1,29,Monday,2018-1,Night
1422,2018-01-29,94,6,-10.9,43,1.0,1967,0.0,0.0,0.0,Winter,No Holiday,2018,1,29,Monday,2018-1,Day
1423,2018-01-29,231,7,-11.1,37,1.6,2000,0.0,0.0,0.0,Winter,No Holiday,2018,1,29,Monday,2018-1,Day
1424,2018-01-29,450,8,-11.5,38,1.0,1998,0.01,0.0,0.0,Winter,No Holiday,2018,1,29,Monday,2018-1,Day
1425,2018-01-29,217,9,-10.8,34,2.9,1975,0.17,0.0,0.0,Winter,No Holiday,2018,1,29,Monday,2018-1,Day
1426,2018-01-29,135,10,-9.5,28,3.7,1893,0.59,0.0,0.0,Winter,No Holiday,2018,1,29,Monday,2018-1,Day
1427,2018-01-29,166,11,-8.1,24,3.6,1761,0.91,0.0,0.0,Winter,No Holiday,2018,1,29,Monday,2018-1,Day
1428,2018-01-29,186,12,-7.3,23,3.8,1903,1.17,0.0,0.0,Winter,No Holiday,2018,1,29,Monday,2018-1,Day
1429,2018-01-29,166,13,-6.9,23,4.6,1963,1.28,0.0,0.0,Winter,No Holiday,2018,1,29,Monday,2018-1,Day
1430,2018-01-29,168,14,-5.7,23,4.5,1956,1.25,0.0,0.0,Winter,No Holiday,2018,1,29,Monday,2018-1,Day
1431,2018-01-29,177,15,-5.2,27,4.5,1927,1.06,0.0,0.0,Winter,No Holiday,2018,1,29,Monday,2018-1,Day
1432,2018-01-29,195,16,-5.5,28,4.3,1926,0.78,0.0,0.0,Winter,No Holiday,2018,1,29,Monday,2018-1,Day
1433,2018-01-29,239,17,-5.7,30,3.6,1978,0.4,0.0,0.0,Winter,No Holiday,2018,1,29,Monday,2018-1,Day
1434,2018-01-29,438,18,-6.6,34,2.5,2000,0.06,0.0,0.0,Winter,No Holiday,2018,1,29,Monday,2018-1,Day
1435,2018-01-29,282,19,-7.1,40,3.2,2000,0.0,0.0,0.0,Winter,No Holiday,2018,1,29,Monday,2018-1,Night
1436,2018-01-29,197,20,-7.4,41,3.8,2000,0.0,0.0,0.0,Winter,No Holiday,2018,1,29,Monday,2018-1,Night
1437,2018-01-29,182,21,-7.7,42,2.9,1905,0.0,0.0,0.0,Winter,No Holiday,2018,1,29,Monday,2018-1,Night
1438,2018-01-29,172,22,-8.8,40,3.0,1985,0.0,0.0,0.0,Winter,No Holiday,2018,1,29,Monday,2018-1,Night
1439,2018-01-29,99,23,-9.4,41,1.6,2000,0.0,0.0,0.0,Winter,No Holiday,2018,1,29,Monday,2018-1,Night
1440,2018-01-30,108,0,-10.0,34,1.1,2000,0.0,0.0,0.0,Winter,No Holiday,2018,1,30,Tuesday,2018-1,Night
1441,2018-01-30,129,1,-10.4,37,0.3,2000,0.0,0.0,0.0,Winter,No Holiday,2018,1,30,Tuesday,2018-1,Night
1442,2018-01-30,84,2,-10.6,40,1.0,2000,0.0,0.0,0.0,Winter,No Holiday,2018,1,30,Tuesday,2018-1,Night
1443,2018-01-30,54,3,-10.7,42,1.4,2000,0.0,0.0,0.0,Winter,No Holiday,2018,1,30,Tuesday,2018-1,Night
1444,2018-01-30,33,4,-11.1,50,1.2,1986,0.0,0.0,0.0,Winter,No Holiday,2018,1,30,Tuesday,2018-1,Night
1445,2018-01-30,47,5,-11.3,53,1.6,1979,0.0,0.0,0.0,Winter,No Holiday,2018,1,30,Tuesday,2018-1,Night
1446,2018-01-30,94,6,-11.2,53,0.9,2000,0.0,0.0,0.0,Winter,No Holiday,2018,1,30,Tuesday,2018-1,Day
1447,2018-01-30,214,7,-11.3,57,0.9,1984,0.0,0.0,0.0,Winter,No Holiday,2018,1,30,Tuesday,2018-1,Day
1448,2018-01-30,491,8,-11.1,61,0.7,1963,0.01,0.0,0.0,Winter,No Holiday,2018,1,30,Tuesday,2018-1,Day
1449,2018-01-30,254,9,-9.9,49,0.8,1624,0.2,0.0,0.0,Winter,No Holiday,2018,1,30,Tuesday,2018-1,Day
1450,2018-01-30,170,10,-7.5,42,0.9,1705,0.55,0.0,0.0,Winter,No Holiday,2018,1,30,Tuesday,2018-1,Day
1451,2018-01-30,220,11,-4.5,29,1.3,1912,0.79,0.0,0.0,Winter,No Holiday,2018,1,30,Tuesday,2018-1,Day
1452,2018-01-30,253,12,-3.2,32,2.7,1900,1.01,0.0,0.0,Winter,No Holiday,2018,1,30,Tuesday,2018-1,Day
1453,2018-01-30,225,13,-1.3,35,2.0,1893,1.18,0.0,0.0,Winter,No Holiday,2018,1,30,Tuesday,2018-1,Day
1454,2018-01-30,238,14,-1.1,46,2.1,1437,0.72,0.0,0.0,Winter,No Holiday,2018,1,30,Tuesday,2018-1,Day
1455,2018-01-30,173,15,-1.6,55,2.5,1891,0.64,0.0,0.0,Winter,No Holiday,2018,1,30,Tuesday,2018-1,Day
1456,2018-01-30,94,16,-2.2,76,1.7,233,0.25,0.0,0.0,Winter,No Holiday,2018,1,30,Tuesday,2018-1,Day
1457,2018-01-30,53,17,-2.4,85,0.3,174,0.06,0.0,0.6,Winter,No Holiday,2018,1,30,Tuesday,2018-1,Day
1458,2018-01-30,100,18,-2.3,91,0.4,202,0.0,1.4,2.0,Winter,No Holiday,2018,1,30,Tuesday,2018-1,Day
1459,2018-01-30,59,19,-1.7,91,1.1,167,0.0,0.0,3.0,Winter,No Holiday,2018,1,30,Tuesday,2018-1,Night
1460,2018-01-30,72,20,-1.5,91,1.7,270,0.0,0.0,3.3,Winter,No Holiday,2018,1,30,Tuesday,2018-1,Night
1461,2018-01-30,60,21,-1.6,91,1.3,508,0.0,1.5,3.5,Winter,No Holiday,2018,1,30,Tuesday,2018-1,Night
1462,2018-01-30,73,22,-1.7,85,1.2,1006,0.0,0.0,3.5,Winter,No Holiday,2018,1,30,Tuesday,2018-1,Night
1463,2018-01-30,62,23,-1.7,83,1.0,1093,0.0,0.0,3.5,Winter,No Holiday,2018,1,30,Tuesday,2018-1,Night
1464,2018-01-31,69,0,-1.7,83,0.8,1113,0.0,0.0,3.5,Winter,No Holiday,2018,1,31,Wednesday,2018-1,Night
1465,2018-01-31,96,1,-1.6,81,1.1,1141,0.0,0.0,3.5,Winter,No Holiday,2018,1,31,Wednesday,2018-1,Night
1466,2018-01-31,60,2,-1.6,80,1.4,1097,0.0,0.0,3.5,Winter,No Holiday,2018,1,31,Wednesday,2018-1,Night
1467,2018-01-31,47,3,-2.2,83,1.0,977,0.0,0.0,3.5,Winter,No Holiday,2018,1,31,Wednesday,2018-1,Night
1468,2018-01-31,34,4,-2.4,82,1.5,877,0.0,0.0,3.5,Winter,No Holiday,2018,1,31,Wednesday,2018-1,Night
1469,2018-01-31,34,5,-2.8,83,0.6,946,0.0,0.0,3.5,Winter,No Holiday,2018,1,31,Wednesday,2018-1,Night
1470,2018-01-31,63,6,-3.1,80,0.7,1215,0.0,0.0,3.5,Winter,No Holiday,2018,1,31,Wednesday,2018-1,Day
1471,2018-01-31,124,7,-3.5,83,1.6,953,0.0,0.0,3.5,Winter,No Holiday,2018,1,31,Wednesday,2018-1,Day
1472,2018-01-31,273,8,-3.6,83,1.7,915,0.0,0.0,3.5,Winter,No Holiday,2018,1,31,Wednesday,2018-1,Day
1473,2018-01-31,137,9,-3.3,77,1.2,916,0.1,0.0,3.4,Winter,No Holiday,2018,1,31,Wednesday,2018-1,Day
1474,2018-01-31,102,10,-2.3,63,1.7,1286,0.22,0.0,3.2,Winter,No Holiday,2018,1,31,Wednesday,2018-1,Day
1475,2018-01-31,144,11,-1.5,46,2.5,1906,0.56,0.0,3.0,Winter,No Holiday,2018,1,31,Wednesday,2018-1,Day
1476,2018-01-31,160,12,-1.0,35,2.7,1921,0.64,0.0,3.0,Winter,No Holiday,2018,1,31,Wednesday,2018-1,Day
1477,2018-01-31,171,13,-0.8,39,2.6,1853,0.54,0.0,2.8,Winter,No Holiday,2018,1,31,Wednesday,2018-1,Day
1478,2018-01-31,156,14,-0.7,33,2.7,1984,0.56,0.0,2.5,Winter,No Holiday,2018,1,31,Wednesday,2018-1,Day
1479,2018-01-31,214,15,-0.5,30,2.3,1997,0.45,0.0,2.2,Winter,No Holiday,2018,1,31,Wednesday,2018-1,Day
1480,2018-01-31,216,16,-0.1,29,1.6,2000,0.5,0.0,1.8,Winter,No Holiday,2018,1,31,Wednesday,2018-1,Day
1481,2018-01-31,279,17,-0.9,34,2.8,2000,0.28,0.0,1.8,Winter,No Holiday,2018,1,31,Wednesday,2018-1,Day
1482,2018-01-31,403,18,-1.8,35,2.1,2000,0.05,0.0,1.6,Winter,No Holiday,2018,1,31,Wednesday,2018-1,Day
1483,2018-01-31,270,19,-2.2,36,2.2,2000,0.0,0.0,1.6,Winter,No Holiday,2018,1,31,Wednesday,2018-1,Night
1484,2018-01-31,229,20,-2.6,36,3.1,2000,0.0,0.0,1.6,Winter,No Holiday,2018,1,31,Wednesday,2018-1,Night
1485,2018-01-31,229,21,-3.4,40,0.9,2000,0.0,0.0,1.6,Winter,No Holiday,2018,1,31,Wednesday,2018-1,Night
1486,2018-01-31,188,22,-4.2,48,1.0,2000,0.0,0.0,1.6,Winter,No Holiday,2018,1,31,Wednesday,2018-1,Night
1487,2018-01-31,132,23,-4.7,53,1.3,2000,0.0,0.0,1.6,Winter,No Holiday,2018,1,31,Wednesday,2018-1,Night
1488,2018-02-01,122,0,-5.2,56,1.4,1996,0.0,0.0,1.6,Winter,No Holiday,2018,2,1,Thursday,2018-2,Night
1489,2018-02-01,149,1,-5.4,54,1.7,1996,0.0,0.0,1.6,Winter,No Holiday,2018,2,1,Thursday,2018-2,Night
1490,2018-02-01,103,2,-5.5,53,2.1,1980,0.0,0.0,1.6,Winter,No Holiday,2018,2,1,Thursday,2018-2,Night
1491,2018-02-01,81,3,-6.2,57,1.6,1874,0.0,0.0,1.6,Winter,No Holiday,2018,2,1,Thursday,2018-2,Night
1492,2018-02-01,37,4,-7.1,56,1.8,1841,0.0,0.0,1.6,Winter,No Holiday,2018,2,1,Thursday,2018-2,Night
1493,2018-02-01,51,5,-7.8,65,2.3,1737,0.0,0.0,1.6,Winter,No Holiday,2018,2,1,Thursday,2018-2,Night
1494,2018-02-01,95,6,-8.1,59,0.7,1915,0.0,0.0,1.6,Winter,No Holiday,2018,2,1,Thursday,2018-2,Day
1495,2018-02-01,244,7,-8.7,64,0.5,1972,0.0,0.0,1.6,Winter,No Holiday,2018,2,1,Thursday,2018-2,Day
1496,2018-02-01,459,8,-8.6,59,1.0,1948,0.01,0.0,1.6,Winter,No Holiday,2018,2,1,Thursday,2018-2,Day
1497,2018-02-01,259,9,-7.9,50,0.6,1805,0.23,0.0,1.6,Winter,No Holiday,2018,2,1,Thursday,2018-2,Day
1498,2018-02-01,168,10,-5.0,41,0.5,1799,0.64,0.0,1.5,Winter,No Holiday,2018,2,1,Thursday,2018-2,Day
1499,2018-02-01,194,11,-2.6,33,1.5,1830,0.95,0.0,1.4,Winter,No Holiday,2018,2,1,Thursday,2018-2,Day
1500,2018-02-01,240,12,-1.1,31,1.3,1869,1.2,0.0,1.3,Winter,No Holiday,2018,2,1,Thursday,2018-2,Day
1501,2018-02-01,233,13,0.3,28,3.1,1988,1.3,0.0,1.0,Winter,No Holiday,2018,2,1,Thursday,2018-2,Day
1502,2018-02-01,256,14,0.8,23,3.2,2000,1.29,0.0,0.5,Winter,No Holiday,2018,2,1,Thursday,2018-2,Day
1503,2018-02-01,293,15,0.7,25,3.0,1987,1.12,0.0,0.0,Winter,No Holiday,2018,2,1,Thursday,2018-2,Day
1504,2018-02-01,268,16,1.1,26,2.1,1957,0.82,0.0,0.0,Winter,No Holiday,2018,2,1,Thursday,2018-2,Day
1505,2018-02-01,341,17,0.3,26,2.4,1977,0.45,0.0,0.0,Winter,No Holiday,2018,2,1,Thursday,2018-2,Day
1506,2018-02-01,542,18,-1.0,28,1.9,2000,0.08,0.0,0.0,Winter,No Holiday,2018,2,1,Thursday,2018-2,Day
1507,2018-02-01,344,19,-1.8,32,1.5,2000,0.0,0.0,0.0,Winter,No Holiday,2018,2,1,Thursday,2018-2,Night
1508,2018-02-01,263,20,-2.4,36,1.0,2000,0.0,0.0,0.0,Winter,No Holiday,2018,2,1,Thursday,2018-2,Night
1509,2018-02-01,257,21,-3.2,47,1.8,1917,0.0,0.0,0.0,Winter,No Holiday,2018,2,1,Thursday,2018-2,Night
1510,2018-02-01,235,22,-3.9,52,1.2,1871,0.0,0.0,0.0,Winter,No Holiday,2018,2,1,Thursday,2018-2,Night
1511,2018-02-01,143,23,-4.5,55,0.4,1908,0.0,0.0,0.0,Winter,No Holiday,2018,2,1,Thursday,2018-2,Night
1512,2018-02-02,138,0,-4.9,56,1.1,1982,0.0,0.0,0.0,Winter,No Holiday,2018,2,2,Friday,2018-2,Night
1513,2018-02-02,159,1,-5.2,56,0.9,1973,0.0,0.0,0.0,Winter,No Holiday,2018,2,2,Friday,2018-2,Night
1514,2018-02-02,102,2,-5.7,59,0.3,1951,0.0,0.0,0.0,Winter,No Holiday,2018,2,2,Friday,2018-2,Night
1515,2018-02-02,65,3,-6.3,63,0.9,1425,0.0,0.0,0.0,Winter,No Holiday,2018,2,2,Friday,2018-2,Night
1516,2018-02-02,47,4,-6.7,65,1.1,1705,0.0,0.0,0.0,Winter,No Holiday,2018,2,2,Friday,2018-2,Night
1517,2018-02-02,48,5,-6.8,61,0.2,1724,0.0,0.0,0.0,Winter,No Holiday,2018,2,2,Friday,2018-2,Night
1518,2018-02-02,115,6,-7.0,62,1.3,1830,0.0,0.0,0.0,Winter,No Holiday,2018,2,2,Friday,2018-2,Day
1519,2018-02-02,267,7,-7.4,62,1.5,1909,0.0,0.0,0.0,Winter,No Holiday,2018,2,2,Friday,2018-2,Day
1520,2018-02-02,558,8,-7.4,58,2.2,1882,0.01,0.0,0.0,Winter,No Holiday,2018,2,2,Friday,2018-2,Day
1521,2018-02-02,280,9,-6.5,54,1.2,1541,0.22,0.0,0.0,Winter,No Holiday,2018,2,2,Friday,2018-2,Day
1522,2018-02-02,187,10,-4.1,43,1.2,1187,0.59,0.0,0.0,Winter,No Holiday,2018,2,2,Friday,2018-2,Day
1523,2018-02-02,234,11,-1.4,37,1.0,1317,0.91,0.0,0.0,Winter,No Holiday,2018,2,2,Friday,2018-2,Day
1524,2018-02-02,303,12,0.9,37,1.5,1283,1.12,0.0,0.0,Winter,No Holiday,2018,2,2,Friday,2018-2,Day
1525,2018-02-02,294,13,1.6,29,2.2,1662,1.2,0.0,0.0,Winter,No Holiday,2018,2,2,Friday,2018-2,Day
1526,2018-02-02,293,14,3.2,26,2.2,1499,1.16,0.0,0.0,Winter,No Holiday,2018,2,2,Friday,2018-2,Day
1527,2018-02-02,310,15,3.6,26,2.4,1687,0.99,0.0,0.0,Winter,No Holiday,2018,2,2,Friday,2018-2,Day
1528,2018-02-02,330,16,2.9,26,3.0,1968,0.69,0.0,0.0,Winter,No Holiday,2018,2,2,Friday,2018-2,Day
1529,2018-02-02,382,17,2.0,25,2.3,1998,0.34,0.0,0.0,Winter,No Holiday,2018,2,2,Friday,2018-2,Day
1530,2018-02-02,592,18,0.5,37,3.0,1733,0.06,0.0,0.0,Winter,No Holiday,2018,2,2,Friday,2018-2,Day
1531,2018-02-02,379,19,-0.5,43,2.5,1666,0.0,0.0,0.0,Winter,No Holiday,2018,2,2,Friday,2018-2,Night
1532,2018-02-02,241,20,-1.3,51,2.4,1481,0.0,0.0,0.0,Winter,No Holiday,2018,2,2,Friday,2018-2,Night
1533,2018-02-02,225,21,-2.0,61,1.7,1655,0.0,0.0,0.0,Winter,No Holiday,2018,2,2,Friday,2018-2,Night
1534,2018-02-02,227,22,-2.4,63,1.3,1523,0.0,0.0,0.0,Winter,No Holiday,2018,2,2,Friday,2018-2,Night
1535,2018-02-02,178,23,-2.6,69,2.0,1434,0.0,0.0,0.0,Winter,No Holiday,2018,2,2,Friday,2018-2,Night
1536,2018-02-03,182,0,-2.5,69,2.2,1366,0.0,0.0,0.0,Winter,No Holiday,2018,2,3,Saturday,2018-2,Night
1537,2018-02-03,184,1,-2.3,71,3.2,1078,0.0,0.0,0.0,Winter,No Holiday,2018,2,3,Saturday,2018-2,Night
1538,2018-02-03,123,2,-3.4,82,4.2,184,0.0,0.0,0.0,Winter,No Holiday,2018,2,3,Saturday,2018-2,Night
1539,2018-02-03,60,3,-4.4,80,4.3,346,0.0,0.1,0.1,Winter,No Holiday,2018,2,3,Saturday,2018-2,Night
1540,2018-02-03,35,4,-5.6,74,4.0,387,0.0,0.0,0.2,Winter,No Holiday,2018,2,3,Saturday,2018-2,Night
1541,2018-02-03,31,5,-6.3,65,3.9,1521,0.0,0.0,0.3,Winter,No Holiday,2018,2,3,Saturday,2018-2,Night
1542,2018-02-03,33,6,-7.8,57,4.8,1867,0.0,0.4,0.3,Winter,No Holiday,2018,2,3,Saturday,2018-2,Day
1543,2018-02-03,67,7,-8.8,58,4.0,1942,0.0,0.0,0.3,Winter,No Holiday,2018,2,3,Saturday,2018-2,Day
1544,2018-02-03,116,8,-9.5,56,3.5,1979,0.01,0.0,0.3,Winter,No Holiday,2018,2,3,Saturday,2018-2,Day
1545,2018-02-03,168,9,-9.4,47,3.3,1995,0.42,0.0,0.3,Winter,No Holiday,2018,2,3,Saturday,2018-2,Day
